cogid,concept_id,concept,BeChengmaiMY,BeChengmaiYL,BeHaikouCL,BeHaikouRS,BeJizhao,BeLinGaoLC,BeLinGaoXY,BeQiongshanLQ,BeQiongshanLT,HlaiBaisha,HlaiBaoding,HlaiBaoting,HlaiChangjiang,HlaiCun,HlaiHeitu,HlaiJiamao,HlaiNadou,HlaiQiandui,HlaiTongza,HlaiXifang,HlaiYuanmen,HlaiZhongsha,KraBuyangBH,KraBuyangEC,KraBuyangLJ,KraBuyangYR,KraGelaoAS,KraGelaoDF,KraGelaoMJ,KraGelaoZF,KraLachi,KraLaha,KraPubiao,KsBiao,KsChadong,KsJin,KsKamJP,KsKamLP,KsKamRJ,KsKamTZ,KsLakkia,KsMak,KsMaonan,KsMulam,KsSuiDS,KsSuiDY,KsSuiLB,KsSuiSD,KsThen,TcCaoBanTai,TcDaxin,TcDebao,TcFusui,TcLongAn,TcLongzhou,TcQinzhou,TcShangsi,TcWenma,TcYanshan,TcYongning,TnDonglan,TnDuAn,TnFengshan,TnHengxian,TnHuishui,TnLianshan,TnLibo,TnLiujiang,TnLuodian,TnPanxian,TnPingguo,TnQianxi,TnQiubei,TnSaek,TnShuicheng,TnTiandong,TnWuming,TnZhenfeng,TnZhenning,TswAhom,TswAiton,TswBangkok,TswChiangmai,TswHsipaw,TswJinghong,TswJinping,TswJinsha,TswKhuen,TswKorat,TswLao,TswLuchun,TswMaguan,TswMangshi,TswMenglian,TswNgheAn,TswPhake,TswSongkhla,TswTaunggyi,TswThaiTrang,TswWuding,TswYuanjiang,TswYuanyang
N142,S022,earth,,,,,,,,,,,,,,,,,,,,,,,,,,,nta2,,,to4ji2,,tuk35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N143,S023,eat,kɔn1,kɔn1,kɔn1,kɔn1,ky1,kɔn1,kɔn1,kɔn1',kɔn1',,,khan1,,,,,,khan1,,,,,kaːn322,kaːn24,kaːn54,,,khi4,ka1,ha1,ko24,,kən53,ki1,cə1,siːn1,ȶe1,ȶan1,ȶi1/ȶaːn1,tɕe1,cen1,ɕiːn6,,caːn1,tɕin1,tɕia1,tsjɛn1,tsje1,tsjeːn1,kiːn2,kin1,kjən1,kin1,kɯn1,kin1,kin1,ken1,chɨ4,ćin1,kun1,kɨn1,kɨn1,kɨn1,kən1,kɯn1,kən1,kɯn1,kɨn1,kɯn1,kən1,kɨn1,kɯn1,kən1,kin23,kən1,kɨn1,kɯ1,kɯn1,kən1,kin,kin2,kin1,kin1,kin3,kin1,ćin1,cin6,kin3,kin1,kin5,ciŋ2,kin1',kin6,cin6,kiːn1,kin²,kin2,kiːn3,kin1,ćin1',ci1,kin1'
N144,S023,eat,,,,,,,,,,lɔʔ8,,,,,,,,,,,lɔʔ8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N145,S023,eat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N146,S023,eat,,,,,,,,,,,laː2,,law2,laː5,low2,,law2,,law5,law2,,law2,,,,,,,,,,laŋ35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N147,S023,eat,,,,,,,,,,,,,,,,tei51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N148,S023,eat,,,,,,,,,,,,,,,,,,,,,,,,,,ńap33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N149,S023,eat,,,,,,,,,,,,,,,,,,,,,,,,,,,ha4məŋ3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N150,S024,egg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kai4,,,khai53,jaːi6,ćai5,ȶai5,kəi5,kəi5,ki5,kǝi5,,ȶai5,kai5,kai5,kɜi5,kai5,kɜi5,kɜi5,kai5,khai5,sai5,khjai6,lai5,hlai5',khiai5,lai5,lai5,khai5,ćhai5,hlai6,kjai5,kjai5,cai5,klai5,tɕɑi5,kjai5,tɕɑi5,kjai5,tɕɑi5,kɑi5,kjai5,kɑi5,kai5,khai6,ki5,ćai5,ɣai5,tɕɑi5,tɕɑi5,khai,khai1,khai3,khai3,khai2,xai5,ćhai5,khəai6,xai2,khai3,khai3,khai5,khai5,xai5,xâi5,sai1,khai¹,khai1,khai2,shai5,khâi5,khai5,khai5
N151,S024,egg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tlɔːŋ55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N152,S024,egg,nom1ɔ,nm1,nɔm1,nɔm1,ȵom1,ȵum1,ʑum1,nɐm1',nɐm1',zum1,zɯːm1,zɯːm1,zum1,,zɯːm1,tsum1,zunʔ4,zuːm4,zɯːm4,zum1,zum4,zɯːm1,ðam322,a0tam24,qa0tam54,ka0tam53,tan4,,tu3,,taːŋ33,tăm342ʔkə,,,,,,,,,loːm6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N153,S024,egg,,,,,,,,,,,,,,fon243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N154,S025,eye  ,ɗa1,ɗa1,ʦʰian4ɗa 1,ɗa1,ɗa1,ɗa1,ɗa1,ɗa1,ɗa1,tshaː1,tshaː1,tshaː1,tshaː1,hɔː1,tshaː1,tow1,haː1,tshaː1,tshaː1,tshaː1,tshaː1,tshaː1,ma.55 da.33    ,ma.0 ta.24     ,ma.0 ta.54     ,tau.53         ,lei.3 tau.2    ,ҫəu.1          ,pə.0 tau.1     ,ta.4 to.1      ,la.55 n.55 tiu.,kɛn.34 ta.34ʔ  ,te.53          ,ðo.1 (ðiaŋ.1)  ,la.1           ,da1,ta1,ta1,ta1,ta1,pla.1          ,dja1,na.1           ,la.1           ,ⁿda¹,da¹,ⁿda¹,ⁿda¹,l̥a1,tha.2          ,ma:k.7 ha.1    ,ma:k.7 tha.2   ,tha1,tha1,ma:k.7 ha.1    ,tha.1          ,/tha1,tho.2          ,tha.1          ,tha1',ta.1           ,lɨk.8.ta.1     ,ta.1           ,ta1,ta1,,pja1,pja.1          ,ta1,ta1,ta.1           ,ta1,lə.6 ta.1      ,praː1,ta1,ma:k.9 ta.1    ,ɣa1,ta1,ta1,ta,ta.2           ,ta.1           ,ta.1           ,ta.3           ,ta.1           ,ta.1           ,vu.2 ta.6      ,ta.3           ,ta.1           ,ta.4           ,tâ.2          ,ta.1'          ,hoi.5 ta.6     ,ta.6           ,ta.1           ,tā²,ta.2           ,ta.3           ,ta.1           ,ta.1'          ,ha.1           ,ta.1'          
N155,S025,eye  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,phat.8         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N156,S026,fat n.    ,man2,man2,,,,man2,man2,man2,man2,,,,,,,,,,,,,,,,,,,,,,,,,man2(hoŋ5),man2,man2,,,,,,man2,man2,man2,man2,man2,mɐn2,mɐn2,,,,,,,,,,,,,,,,,,,,man2,,,,,man2,mal55,,,,,,man,man2,man1,,,man2,,,xai3man1,man2,man3,mɛ2,man2,man2,mân2,man1,man²,man3,khai3man1,,,mɛn2,man2
N157,S026,fat n.    ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ha3,,ha3,ha3,,,ha5,ha3,ha3,,,,,,ha3,,,ha3,,ɣa3,,,ha3,,,,,,,,,,,,,,,,,,,,,,,,,,
N158,S026,fat n.    ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laːu2,,lieu2,,,,,,,,,,laːu2,laːu2,laːu2,laːu2,laːu2,laːu2,laːu2,,,laːu2,,,,laːu2,,,,,,,,,,,,,laːu2,,,,,,,,,,,,,,,,,,,,,,,,,
N159,S026,fat n.    ,,,,,,,,,,fɯŋ1,fɯːŋ1,fɯːŋ1,,,,,,,fɯːŋ1,fɯŋ1,fɯŋ1,fɯːŋ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N160,S026,fat n.    ,,,,,,,,,,xuy3,g[we]y3,huːy6,guy3,huy4,ruːy3,kuy1,vuy3,huːy6,guːy6,xuy3,khuy3,guːy3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chei2,,,,,,,,,,,,,,,,,,,,,,,,,khai1,khai3,,,xəai1,xai3man1,,,,,,,,,,khai3man1,,xâi1,,
N161,S026,fat n.    ,,,,,,,,,,,,,,,,,,,,,,,,,,mɔt31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N162,S026,fat n.    ,,,,,,,,,,,,,,,,,,,,,,,nan31,ma0nan312,ma0nen33,,nan2mpa5,,,ne2,nja35,manal35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N163,S026,fat n.    ,,,,,,,,,,,,,,,,,,,,,,,,,,,,lei2,mlaŋ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N164,S027,feather,,,,,,,,,,ŋoŋ1,,,ŋoŋ1,ŋən1,,,ŋɛn1,,,ŋoŋ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N165,S027,feather,vɔn2,vɔn2老,ɓɑn2,ɓɔn2,vun2,vun2,vun2,vɔn2,vɔn2,,hun1,hun1,,,hun1,hɔːŋ4,,hun1,hun1,,ɱən4,hun1,,,,,,,,,,,hon213,,sən1,zun1,,pjən1,pjən1,,,zun1,sən1,cən1hi5,sən1,sən1,tsən1,tsən1,sun2,khoːn2bʔuok1,khun1,khɔːn2,phɯn1,phɯn1,khun1,phun1,phom1,khun2,khɔːn1,phən1',pun1,pun1,pɨn1,pən1,pɯn1,pən1,pun1,pun1,pɯn1,pən1,pɨn1,pɯn1,pən1,pul23,pən1,pɨn1,fɯn1,pɯn1,pən1,khun,,khon5,khon1,khon3,,,xuen1,khɔn3,khon1,khon1,,,xon1,xon1,khoːn1noːk4,khun⁶,khon1,khon3,,,,
N166,S027,feather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kjɛːŋ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N167,S027,feather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaŋ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N168,S027,feather,,,,,,,,,,,,,,,,,,,,,,,mɨt11,mui31ma0ðe,mui11,mɔt31,mpe1,,,mi4,mɛ33,mui342ʔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N169,S027,feather,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʔa1jun3həu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N170,S028,fire,vei2,vɛi2,ɓɛi2,ɓɛi2,vi2,vəi2,vəi2,vɐi2,vɛi2,fey1,fey1,fey1,fey1,fo243,(pey1),pay1,fɛy1,fey1,fey1,fey1,fhey1,fey1,pwi322,pi24,pui54,pai53,pai4,,pi1,pai1,pe55,pəi342ʔ,pei53,pai1,wi1,vəi1,wi1,pui1,pui1,wi1,puːi1,vəi1,vi1,fi1,vi1,ɥi1,vi1,vi1,vi2,vəi3,fai2,fai2,fɯi2,fɯi2,fai2,fui2,foːy2,vei2,fai2,fei2,fei2,fei2,fi2,fei2,vi2,fi2,fei2,fi2,fi2,vei2,fəi2,vi2,wei2,vi55,vi2,fi2,fai2,fi2,vei2,"phai, phaai",phai2,fai1,fai2,fai1,fai2,fai2,fəai2,phai1,fai2,fai5,fai2,fai2,fai2,phai2,faːi2,phai²,khwai3,phai1,fai4,fâi2,fai2,fai2
N171,S028,fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,hɨe1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N172,S029,fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,məm6,məm6,,,,,mom6,məm6,,mam6,mom⁶,mɔɐm⁶,məm⁶,mɔm⁶,məm6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N173,S029,fish,ɓa1,ɓa1,ɓa1,ɓa1,ɓa1,ɓa1,ɓa1,ɓa1,ɓa1,ɬaː1,ɬaː1,ɬaː1,ɬaː1,,ɗaː1,ɬow4,laː1,ɬaː1,ɬaː1,ɬaː1,ɬaː1,ɬaː1,aːu45pja322,pja24,mala312,lat31lau31,ʔa2lau5,ma1ʔa1ljau,blau1/pə0la,mo4pjo4,o33li35,tu32pla34ʔ,iau33pja33,,,,ta1,,pa1,ta1,phla1,,,,,,,,,pja2,pja1,pja1,pa1,pla1,pja1,pa1,pa1,mei6po1,pa1,pla1,pja1,pa1,pja1,pla1,pja1,pja1,pja1,pja1,pja1,pa1,pla1,pa1,pa1,pla23,pa1,ća1,pla1,pja1,pja1,pa,pa2,pla1,pa1,pa3,pa1,pa1,pa6,pa3,pa1,pla2,pâ2,pa1',pa6,pa6,pa3,pā²,pa2,pa3,pa1,pa1',pja1,pa1'
N174,S029,fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maːi2,,,,mjɪ4(provisional),,,,,mjai3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N175,S029,fish,,,,,,,,,,,,,,ŋɔːi243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N176,S030,fly v.    ,ɓɔn1,vɔn1,ɓɑn1,ɓɔn1,mɔŋ1,vin1,vin1,ɓɐn1',ɓɐn1',ɓen1,ɓeɲ1,ɓin1,ɓen1,ɓen1,ɓin1,fin4,ɓen1,ɓen1,ɓen1,ɓen1,ɓen1,ɓin1,,,ta0ʔbin54,ʔban53,,,,pjiŋ4,,,biaŋ53,pan5,pin3,vin6,pən4,phən3,pən3,pǝn4,pən5,vin3,vin3,fan3,vjen3,vjen3,vjin3,vjɪn3,vən4,bʔeːn3,bin1,ban2,min1,min1,ʔbian1,min1,ben1,bən1,ban1,mən1’,bin1,in1,ʔbin1,bin1,bin1,pen1,bin1,bin1,bin1,bən1,bin1,bɯn1,bən1,bɨl23,bin1,bin1,bin1,bin1,bən1,"men, min",,bin1,bin2,min3/win3,bin1,vin1,vin6,bin1,bin1,bin4,vi2,ɓɛn1',men6,ven6,biːn1,men²,bin2,win3,bin1,vin1',vɛn1,vin1'
N177,S030,fly v.    ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pɛu2,,,,,,,,,,,,,,,,,,,,,
N178,S030,fly v.    ,,,,,,,,,,,,,,,,,,,,,,,bhja45,pi55,,,phau3,,pha1phan2,,lin33p'a33,pəl32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N179,S030,fly v.    ,,,,,,,,,,,,,,,,,,,,,,,,,,,,ҫɨ3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N180,S031,foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tin1,tin1,tin1,tɪn1,tin1,tin1,,tin6,tiːn1,tin1,tin1,tin1,tin1,tin1,teːn1,,,,tin1,tin1,,tin1,ten1,,tin1,tən1,tin1,tin1,tin1,tin1,tin1,ten1,tin1,tin1,tin1,tən1,tin1,tɯn1,tən1,tiːn1,tən1,tin1,tin1,tin1,tən1,tin,tin2,tiːnA1,tiːn1,tiːn3,tin1,tin1,tin6,tin3,tiːn1,tiːn2,tiŋ2,tin1',tin6,tin6,fa1tiːn1,tīn²,tiːn2,tin3,pa5tin1,tin1',tin1,tin1'
N181,S031,foot,mak8va2,mak8va2,mɑk8ɓa2,mak8ɓa2,,mai4va2,mak8va2,mak8va2,mɐk8va2/mak8va2,,,,,,,,,,,,,,,,,,qa3,pa1qhe3,pa3ko2,pu2ko1,ko11,,,,,,,,,,,,,,,,,,,pha5kha2,kha1,kha2,ha1,ha1,kha1,ha1,ha1,kho2,kha1,ha1',ka1,ka1,,ka1,ka1,ka1,ka1,ka1,ka1,ka1,ka1,ka1,ka1,kwaː1/kua1,ka1,ka1,ha1,ka1,ka1,kha,,kʰa1’,kʰa1,,xa1,xa1,,,,kʰa1',xâ1,phɛn5xa1,xa1,xa1,,khā⁶,,kʰa1,,xa1,xa1,xa1
N182,S031,foot,,,,,,,,,,,,,,,,,,,,,,,,ka0juŋ24,juŋ31,phau53jɔŋ53,,,,,,,qa0ćuŋ213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N183,S031,foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,puk7,,,,,,,puk7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N184,S031,foot,kok7,kok7,kok7,kok7,kɔʔ7,kok7,kɔk7,kok7',kok7,khɔk8,khok7,khɔk7,khɔk7,khok2,khok7,hɔːk9,khoʔ4,khoʔ7,khok7,khɔk7,khɔk7,khuk7,kɔk33,,,,,,,,,əlɔk31kok31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N185,S032,full,ɗik7,ɗik7,ɗik7,ɗik7,ɗek7,ɗik7,ɗik7,ɗik7,ɗik7,thiʔ8,thiːk7,thiak7,thik7,thiək2,thiːʔ7,tshia5,thiʔ4,thiaʔ7,thiaʔ7,thik7,thiʔ7,thiːʔ7,dɛk33,a33tjɛk55,tɛk11,tiə53,ze3tei3qəu,tai3,ti2,ti4,n33ti35,tic32,tek33,,tik7,tik7,,tɪk7/9,tik9,,,tik7,tiʔ7,pik7,tiːk7,tik7,tik7,tiːk7,teːk9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N186,S032,full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teːm2,tim1,tam1,lim1,thim1,tiam1,thim1,lem1,tən1,tiam1,thim1',him1,rim1,lim1,ðim1,zim1,jim1,jim1,him1,zim1,ɕəŋ1,rim1,zɯn1,jəm1,rim212,səŋ1,lim1,ɣim1,zim1,jim1,tem,tim2,tem1,tem1,teːm3,tim1,tim1,tiŋ6,tjɛm3,tem1,tem5,ti2,tɛm1',tem6,tem6,teːm1,tem²,tem2,tem3,tim1,tin1',tɛm1,tim1'
N187,S032,full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mot8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N188,S032,full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lan2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N189,S033,give,,sɛ1,se1,se1,,se1,sɛ1,se1,se1,,,ɗəɰ1,,,ɗəɰ1,,ɗɛː1,ɗəɰ1,ɗəɰ1,,,ɗəɰ1,,,,,,,,,,,,,θaːi1,haːi1,hai11,sai1,saːi11,sai1',,haːi1,,khe1,haːi1,haːi1,haːi1,haːi1,thaːi1,həɨ5,hɨ3,hɔːi3,hɯi3,hai3,hɨ3,hai3,hoːy3,jâ4,xaɨ3,hai6,hai3,həɨ3,haɨ3,hai3,ɣɑɯ3,,hɑɯ3,haŋ3(?),ɦɑɯ3,hɑ3,haɨ3,ɣɑɯ3,ɣaɨ3,hə21,hɯ3,hai3,haɯ3,ɦɑi3,ɣɑ3,hav,haɨ3,hai3,hɨ5,pan3,hɨ3,haɨ3,hai5,hɨ6,hai3,hai5,hai3,haɨ3,haɨ3,hâ3,hə5,haü³,haːi5,pan3,haɨ6,hâi3,haɨ3,haɨ3
N190,S033,give,,,,,van1,,,,,,,,,,,,,,,,,,,,puə24,pa33,,,,,,,hɨa33,pan1,,,,,,,pən1,,pan3,,,,,,,,,,,,,,,,,,,,,,,pan1,,,,,,,,,,,,,,pan,,,,,,,,,,,,,,,,pan²,,,,,,
N191,S033,give,,,,,,,,,,,tɯːŋ2,,,tsɯəŋ5,,,tɛn2,,,tɯŋ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N192,S033,give,,,,,,,,,,kaw2,,,kaw2,,,,,,,,kaw2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N193,S033,give,,,,,,,,,,,,,,,,mɨən55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N194,S033,give,,,,,,,,,,,,,,,,,,,,,,,naːk11,naːk31,,,(ha3)ńi1,ni4,na2,,,nak35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N195,S033,give,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ja55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N196,S033,give,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ta1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N197,S034,good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N198,S034,good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,le1,,daːi1,lai1,lai1,laːi1,lai3,lai1,ʔdaːi6,ʔdaːi2,,laːi1,daːi1,ʔdaːi1,ʔdaːi1,daːi1,dʔəi3,dai1,dai2,nɯi1,nɯi1,ʔdai1,nui1,doːy1,dɛi1,dai1,nei1',dei1,dei1,ʔdi1,dei1,di1,li1,dei1,di1,di1,dei1,dəi1,di1,di1,di23,dei1,di1,dai1,di1,dei1,"ni, di",ni2/di2,di1,di2,li3,di1,li1,li6,li1,di1,di2,li2,di1',li6,li6,di1,nī²,di2,li3,di1,li1',lai1,li1'
N199,S034,good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nən2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N200,S034,good,mai2,mai2,mai2好人,mai2,,mai2,mai2,mai2,mai2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N201,S034,good,,,mɛŋ3好事,,,,,,,,,,,,,maːŋ55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N202,S034,good,,,,,,,,,,ɬen1,ɬeɲ1,ɬin1,ɬen1,tθen1,ɗin1,,len1,ɬen1,ɬen1,ɬen1,ɬen1,ɬin1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N203,S034,good,,,,,,,,,,,,,,,,,,,,,,,aːi322,ŋa55,ŋai24,qai53,ʔa4,ʔie4,,ʔo1,a33,ʔaː342ʔ,ai213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N204,S034,good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gi3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N205,S035,green,hio1,heu1,heu1,hio1,,heu1,heu1,heu1,hio3,khiw1,khiːw1,khiːw1,khiw1,khiw1,khiːw1,khew1,khiː1,khiw1,khiːw1,khiw1,khiw1,khiːw1,,,,,,,,,,,,,çiu1,j̥əu3,hiu33,su1,su11,,jau2,j̥əu3,ju1,ҫau1,fu1,ɕu1,ɕu1,ɕu1,ju2,khɛːu2,kheːu1,khiːu2,heːu1,,kheːu1,heːu1,heːu1,chɤu2,ćhiu1,,heːu1,heːu1,heu1,heːu1,jiau1,heːu1,heu1,heːu1,jiu1,ɕiau1,heːu1,jiau1,jiau1,heːw212,ɕiau1,heːu1,heːu1,jiu1,jiu1,khiu,,khiau5,khiau1,kheu3,xeu1,xɛu1,ҫiu1,kheːu3,khiau1,si7khiew1,siu1,xiu1,xeu1,xeu1,khɛːu1,kheu⁶,khiau1,kheu3,khɛːu1,siu1,ҫiu1,xiu1
N206,S035,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kiŋ3,,,,,,,,,,,,,,,kiŋ⁴,,,,,,
N207,S035,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jiŋ45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N208,S035,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,sai1,,,,śiń31ʔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
